,Id,protoform,DoT,DoS,DoF,symptom
0,0.0,"Among records that contribute against predicting 2 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.86,0.91,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.91,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have voicingfinalunclipped_sma-related features at high level.",1.0,0.8433333333333334,0.91,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.0,0.0,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.0,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.0,0.0,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.25615040126957483,0.07666666666666666,0.08666666666666667,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.08666666666666667,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.04666666666666667,0.08666666666666667,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have jitterlocal_sma-related features at low level.",1.0,0.7933333333333333,0.854188079061758,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.854188079061758,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have jitterlocal_sma-related features at high level.",0.0,0.7966666666666666,0.854188079061758,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterlocal_sma-related features at low level.",1.0,0.04666666666666667,0.027245955416861662,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.027245955416861662,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterlocal_sma-related features at high level.",0.0,0.04,0.027245955416861662,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have jitterlocal_sma-related features at low level.",1.0,0.13,0.11523263218804701,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.11523263218804701,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have jitterlocal_sma-related features at high level.",0.0,0.09666666666666666,0.11523263218804701,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have jitterddp_sma-related features at low level.",0.0,0.86,0.8763138100861867,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.8763138100861867,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have jitterddp_sma-related features at high level.",0.3826802120665108,0.8,0.8763138100861867,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterddp_sma-related features at low level.",1.0,0.02666666666666667,0.013334533396029953,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.013334533396029953,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have jitterddp_sma-related features at high level.",0.0,0.013333333333333334,0.013334533396029953,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have jitterddp_sma-related features at low level.",0.0,0.09333333333333334,0.10701832318444979,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.10701832318444979,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have jitterddp_sma-related features at high level.",0.4163652198208124,0.09333333333333334,0.10701832318444979,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have shimmerlocal_sma-related features at low level.",1.0,0.62,0.6654933716915473,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have shimmerlocal_sma-related features at medium level.",0.0,0.0,0.6654933716915473,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.62,0.6654933716915473,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have shimmerlocal_sma-related features at low level.",1.0,0.03333333333333333,0.025358004129472908,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have shimmerlocal_sma-related features at medium level.",0.0,0.0,0.025358004129472908,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.03,0.025358004129472908,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have shimmerlocal_sma-related features at low level.",1.0,0.30333333333333334,0.3058152908456464,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have shimmerlocal_sma-related features at medium level.",0.0,0.0,0.3058152908456464,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.23666666666666666,0.3058152908456464,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have loghnr_sma-related features at low level.",0.0,0.30666666666666664,0.5466666666666666,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have loghnr_sma-related features at medium level.",0.0,0.3233333333333333,0.5466666666666666,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have loghnr_sma-related features at high level.",0.0,0.4033333333333333,0.5466666666666666,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have loghnr_sma-related features at low level.",0.0,0.0,0.0,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have loghnr_sma-related features at medium level.",0.0,0.0,0.0,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have loghnr_sma-related features at high level.",0.0,0.0,0.0,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have loghnr_sma-related features at low level.",0.0,0.24333333333333335,0.45,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have loghnr_sma-related features at medium level.",0.0,0.19333333333333333,0.45,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have loghnr_sma-related features at high level.",0.0,0.32,0.45,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at low level.",0.0,0.4766666666666667,0.6631689097646556,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.45666666666666667,0.6631689097646556,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at high level.",0.0,0.23,0.6631689097646556,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at low level.",1.0,0.07666666666666666,0.052229751078779536,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.04666666666666667,0.052229751078779536,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at high level.",0.0,0.013333333333333334,0.052229751078779536,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at low level.",0.0,0.02666666666666667,0.2812680058232314,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.043333333333333335,0.2812680058232314,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audspec_lengthl1norm_sma-related features at high level.",1.0,0.26666666666666666,0.2812680058232314,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.5933333333333334,0.7150827865258363,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.0,0.0,0.7150827865258363,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",1.0,0.5733333333333334,0.7150827865258363,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.08333333333333333,0.04534819539336059,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.0,0.0,0.04534819539336059,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",1.0,0.07,0.04534819539336059,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.18333333333333332,0.23623568474746975,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.0,0.0,0.23623568474746975,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",1.0,0.19,0.23623568474746975,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have pcm_rmsenergy_sma-related features at low level.",0.0,0.31,0.766297566690558,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.5,0.766297566690558,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have pcm_rmsenergy_sma-related features at high level.",0.0020558539343540354,0.5,0.766297566690558,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at low level.",1.0,0.14666666666666667,0.06934103621388361,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.04,0.06934103621388361,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at high level.",0.0,0.0,0.06934103621388361,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at low level.",1.0,0.19,0.16102806376222473,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.0,0.16102806376222473,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have pcm_rmsenergy_sma-related features at high level.",0.0,0.0,0.16102806376222473,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",0.4478683168424481,0.61,0.6071092321413019,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",0.0,0.4033333333333333,0.6071092321413019,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",0.0,0.2633333333333333,0.6071092321413019,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",0.0,0.08666666666666667,0.09553704911549205,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",1.0,0.16333333333333333,0.09553704911549205,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",0.4643610534046517,0.19666666666666666,0.09553704911549205,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",0.0,0.04,0.2940203854098728,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",0.0,0.10666666666666667,0.2940203854098728,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",1.0,0.34,0.2940203854098728,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.0,0.4033333333333333,0.6422806752608413,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",0.0,0.44333333333333336,0.6422806752608413,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.6766666666666666,0.6422806752608413,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.0,0.15333333333333332,0.1025993149859247,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",1.0,0.17333333333333334,0.1025993149859247,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.18,0.1025993149859247,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.7902079697821109,0.2833333333333333,0.2517866764199007,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",0.0,0.17666666666666667,0.2517866764199007,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.18333333333333332,0.2517866764199007,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",0.0,0.22666666666666666,0.6729869913230264,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",0.0,0.47,0.6729869913230264,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",0.2240559784504204,0.5066666666666667,0.6729869913230264,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",1.0,0.18333333333333332,0.07661646623398477,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",0.2751202492878924,0.15333333333333332,0.07661646623398477,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",0.0,0.0033333333333333335,0.07661646623398477,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",1.0,0.27666666666666667,0.2470632091096556,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",0.0,0.04,0.2470632091096556,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",0.0,0.0,0.2470632091096556,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",0.0,0.3566666666666667,0.693684512886988,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.45666666666666667,0.693684512886988,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",0.0,0.7,0.693684512886988,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",1.0,0.14333333333333334,0.08148349788595098,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.1,0.08148349788595098,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",0.0,0.11,0.08148349788595098,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",1.0,0.25,0.22149865589372789,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.06333333333333334,0.22149865589372789,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",0.0,0.06666666666666667,0.22149865589372789,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.0,0.7133333333333334,0.6950235193927788,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",0.0,0.47333333333333333,0.6950235193927788,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",0.0,0.39,0.6950235193927788,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.0,0.11,0.06889841160447628,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",1.0,0.11,0.06889841160447628,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",0.2631278667879278,0.14666666666666667,0.06889841160447628,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.0,0.10666666666666667,0.23274473566941148,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",0.0,0.1,0.23274473566941148,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",1.0,0.24,0.23274473566941148,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.3637380124575707,0.7066666666666667,0.7026193537152762,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",0.0,0.4666666666666667,0.7026193537152762,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",0.0,0.2733333333333333,0.7026193537152762,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.0,0.07333333333333333,0.05781215848209751,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",1.0,0.08,0.05781215848209751,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",0.0,0.11,0.05781215848209751,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.0,0.02666666666666667,0.23623515446929302,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",0.0,0.03333333333333333,0.23623515446929302,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",1.0,0.27,0.23623515446929302,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",1.0,0.73,0.7165763945103122,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at medium level.",0.0,0.0,0.7165763945103122,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at high level.",0.0,0.54,0.7165763945103122,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",1.0,0.11,0.055049211982414255,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at medium level.",0.0,0.0,0.055049211982414255,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at high level.",1.0,0.09333333333333334,0.055049211982414255,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",0.0,0.13333333333333333,0.22504106017394027,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at medium level.",0.0,0.0,0.22504106017394027,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at high level.",1.0,0.22666666666666666,0.22504106017394027,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at low level.",0.0,0.31,0.7035427667222969,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at medium level.",0.0,0.49,0.7035427667222969,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at high level.",0.36850578501285153,0.7233333333333334,0.7035427667222969,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at low level.",1.0,0.09333333333333334,0.05891401910702252,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at medium level.",0.0,0.08333333333333333,0.05891401910702252,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at high level.",0.0,0.08333333333333333,0.05891401910702252,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at low level.",1.0,0.25333333333333335,0.23420988083734723,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at medium level.",0.0,0.05,0.23420988083734723,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_7_-related features at high level.",0.0,0.05,0.23420988083734723,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at low level.",0.0,0.38333333333333336,0.7130475012384142,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at medium level.",0.0,0.5033333333333333,0.7130475012384142,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at high level.",0.0,0.7333333333333333,0.7130475012384142,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at low level.",1.0,0.14666666666666667,0.0706294946047395,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at medium level.",1.0,0.11666666666666667,0.0706294946047395,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at high level.",0.0,0.11666666666666667,0.0706294946047395,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at low level.",1.0,0.23666666666666666,0.21298967082351306,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at medium level.",0.0,0.06,0.21298967082351306,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_8_-related features at high level.",0.0,0.06,0.21298967082351306,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at low level.",0.0,0.44,0.7479836623573763,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at medium level.",0.0,0.5033333333333333,0.7479836623573763,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at high level.",0.0,0.7466666666666667,0.7479836623573763,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at low level.",1.0,0.09333333333333334,0.05084939293675903,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at medium level.",0.0,0.07666666666666666,0.05084939293675903,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at high level.",0.0,0.07666666666666666,0.05084939293675903,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at low level.",1.0,0.21333333333333335,0.1978336113725312,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at medium level.",0.0,0.03,0.1978336113725312,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_9_-related features at high level.",0.0,0.03,0.1978336113725312,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at low level.",0.0,0.6033333333333334,0.7354061217928928,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at medium level.",0.0,0.0,0.7354061217928928,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at high level.",1.0,0.73,0.7354061217928928,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at low level.",0.0,0.10666666666666667,0.04337890072462352,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at medium level.",0.0,0.0,0.04337890072462352,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at high level.",1.0,0.08333333333333333,0.04337890072462352,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at low level.",0.258517899808457,0.23,0.2178816441491504,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at medium level.",0.0,0.0,0.2178816441491504,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_10_-related features at high level.",0.0,0.11666666666666667,0.2178816441491504,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at low level.",1.0,0.66,0.7365704947834005,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at medium level.",0.0,0.0,0.7365704947834005,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at high level.",0.0,0.74,0.7365704947834005,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at low level.",1.0,0.08666666666666667,0.04141548484252359,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at medium level.",0.0,0.0,0.04141548484252359,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at high level.",0.0,0.09333333333333334,0.04141548484252359,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at low level.",1.0,0.23333333333333334,0.21868068704074256,2
7,7.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at medium level.",0.0,0.0,0.21868068704074256,2
8,8.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_11_-related features at high level.",0.0,0.13666666666666666,0.21868068704074256,2
0,0.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at low level.",0.0,0.7233333333333334,0.7292805598565192,2
1,1.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at medium level.",0.0,0.0,0.7292805598565192,2
2,2.0,"Among records that contribute against predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at high level.",1.0,0.64,0.7292805598565192,2
3,3.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at low level.",0.19484987699456285,0.10333333333333333,0.050168479820657516,2
4,4.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at medium level.",0.0,0.0,0.050168479820657516,2
5,5.0,"Among records that contribute around zero to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at high level.",1.0,0.1,0.050168479820657516,2
6,6.0,"Among records that contribute positively to predicting 2 class, most of them have audSpec_Rfilt_sma_compare_12_-related features at low level.",0.0,0.13666666666666666,0.21721762698949013,2
