Descr,Degree of Truth,Degree of Support,Degree of Focus
For half patients in state 2 with energy_medium we have pitch_mean_high,0.9134580447200716,0.3263157894736842,0.5841042214578406
For minority patients in state 2 with energy_medium we have pitch_mean_high,0.0,0.3263157894736842,0.5841042214578406
For almost_no patients in state 2 with energy_medium we have pitch_mean_high,0.0,0.3263157894736842,0.5841042214578406
For almost_all patients in state 2 with energy_medium we have pitch_mean_medium,0.0,0.25263157894736843,0.2459666115495831
For majority patients in state 2 with energy_medium we have pitch_mean_medium,0.0,0.25263157894736843,0.2459666115495831
For half patients in state 2 with energy_medium we have pitch_mean_medium,0.5335640515665385,0.25263157894736843,0.2459666115495831
For minority patients in state 2 with energy_medium we have pitch_mean_medium,0.39988464088339737,0.25263157894736843,0.2459666115495831
For almost_no patients in state 2 with energy_medium we have pitch_mean_medium,0.0,0.25263157894736843,0.2459666115495831
For almost_all patients in state 2 with energy_medium we have pitch_mean_low,0.0,0.3157894736842105,0.4158957785421593
For majority patients in state 2 with energy_medium we have pitch_mean_low,0.0,0.3157894736842105,0.4158957785421593
For half patients in state 2 with energy_medium we have pitch_mean_low,0.920131384726745,0.3157894736842105,0.4158957785421593
For minority patients in state 2 with energy_medium we have pitch_mean_low,0.2066009743032941,0.3157894736842105,0.4158957785421593
For almost_no patients in state 2 with energy_medium we have pitch_mean_low,0.0,0.3157894736842105,0.4158957785421593
For almost_all patients (all states) with energy_medium we have energy_high,0.0,0.5484734868773433,0.4228387996166632
For majority patients (all states) with energy_medium we have energy_high,0.0,0.5484734868773433,0.4228387996166632
For half patients (all states) with energy_medium we have energy_high,0.5799187885667987,0.5484734868773433,0.4228387996166632
For minority patients (all states) with energy_medium we have energy_high,0.37670727238326723,0.5484734868773433,0.4228387996166632
For almost_no patients (all states) with energy_medium we have energy_high,0.0,0.5484734868773433,0.4228387996166632
For almost_all patients (all states) with energy_medium we have energy_low,0.0,0.5484734868773433,0.5766255817438077
For majority patients (all states) with energy_medium we have energy_low,0.5467106090532712,0.5484734868773433,0.5766255817438077
For half patients (all states) with energy_medium we have energy_low,0.5732454485601242,0.5484734868773433,0.5766255817438077
For minority patients (all states) with energy_medium we have energy_low,0.0,0.5484734868773433,0.5766255817438077
For almost_no patients (all states) with energy_medium we have energy_low,0.0,0.5484734868773433,0.5766255817438077
For almost_all patients (all states) with energy_medium we have f0_slope_mean_high,0.0,0.4268880557043385,0.5170076237702093
For majority patients (all states) with energy_medium we have f0_slope_mean_high,0.18714138544811332,0.4268880557043385,0.5170076237702093
For half patients (all states) with energy_medium we have f0_slope_mean_high,1.0,0.4268880557043385,0.5170076237702093
For minority patients (all states) with energy_medium we have f0_slope_mean_high,0.0,0.4268880557043385,0.5170076237702093
For almost_no patients (all states) with energy_medium we have f0_slope_mean_high,0.0,0.4268880557043385,0.5170076237702093
For almost_all patients (all states) with energy_medium we have f0_slope_mean_medium,0.0,0.2822710230316015,0.26083089126071973
For majority patients (all states) with energy_medium we have f0_slope_mean_medium,0.0,0.2822710230316015,0.26083089126071973
For half patients (all states) with energy_medium we have f0_slope_mean_medium,0.1996674864473544,0.2822710230316015,0.26083089126071973
For minority patients (all states) with energy_medium we have f0_slope_mean_medium,0.5668329234429894,0.2822710230316015,0.26083089126071973
For almost_no patients (all states) with energy_medium we have f0_slope_mean_medium,0.0,0.2822710230316015,0.26083089126071973
For almost_all patients (all states) with energy_medium we have f0_slope_mean_low,0.0,0.401178361006963,0.4803142830321477
For majority patients (all states) with energy_medium we have f0_slope_mean_low,0.0,0.401178361006963,0.4803142830321477
For half patients (all states) with energy_medium we have f0_slope_mean_low,1.0,0.401178361006963,0.4803142830321477
For minority patients (all states) with energy_medium we have f0_slope_mean_low,0.02933307517006821,0.401178361006963,0.4803142830321477
For almost_no patients (all states) with energy_medium we have f0_slope_mean_low,0.0,0.401178361006963,0.4803142830321477
For almost_all patients (all states) with energy_medium we have localjitter_high,0.0,0.4461703267273701,0.48648000156254456
For majority patients (all states) with energy_medium we have localjitter_high,0.0,0.4461703267273701,0.48648000156254456
For half patients (all states) with energy_medium we have localjitter_high,1.0,0.4461703267273701,0.48648000156254456
For minority patients (all states) with energy_medium we have localjitter_high,0.0,0.4461703267273701,0.48648000156254456
For almost_no patients (all states) with energy_medium we have localjitter_high,0.0,0.4461703267273701,0.48648000156254456
For almost_all patients (all states) with energy_medium we have localjittern_medium,0.0,0.31440814140332085,0.26061554716120483
For majority patients (all states) with energy_medium we have localjittern_medium,0.0,0.31440814140332085,0.26061554716120483
For half patients (all states) with energy_medium we have localjittern_medium,0.2234139103308597,0.31440814140332085,0.26061554716120483
For minority patients (all states) with energy_medium we have localjittern_medium,0.5549597115012368,0.31440814140332085,0.26061554716120483
For almost_no patients (all states) with energy_medium we have localjittern_medium,0.0,0.31440814140332085,0.26061554716120483
For almost_all patients (all states) with energy_medium we have localjitter_low,0.0,0.41671130155329406,0.5124487611583981
For majority patients (all states) with energy_medium we have localjitter_low,0.010120510393137348,0.41671130155329406,0.5124487611583981
For half patients (all states) with energy_medium we have localjitter_low,1.0,0.41671130155329406,0.5124487611583981
For minority patients (all states) with energy_medium we have localjitter_low,0.0,0.41671130155329406,0.5124487611583981
For almost_no patients (all states) with energy_medium we have localjitter_low,0.0,0.41671130155329406,0.5124487611583981
For almost_all patients (all states) with energy_medium we have localshimmer_high,0.0,0.4124263524370648,0.47658746501992105
For majority patients (all states) with energy_medium we have localshimmer_high,0.0,0.4124263524370648,0.47658746501992105
For half patients (all states) with energy_medium we have localshimmer_high,1.0,0.4124263524370648,0.47658746501992105
For minority patients (all states) with energy_medium we have localshimmer_high,0.0,0.4124263524370648,0.47658746501992105
For almost_no patients (all states) with energy_medium we have localshimmer_high,0.0,0.4124263524370648,0.47658746501992105
For almost_all patients (all states) with energy_medium we have localshimmer_medium,0.0,0.2833422603106588,0.26362767567280443
For majority patients (all states) with energy_medium we have localshimmer_medium,0.0,0.2833422603106588,0.26362767567280443
For half patients (all states) with energy_medium we have localshimmer_medium,0.12860037956754533,0.2833422603106588,0.26362767567280443
For minority patients (all states) with energy_medium we have localshimmer_medium,0.6023664768828939,0.2833422603106588,0.26362767567280443
For almost_no patients (all states) with energy_medium we have localshimmer_medium,0.0,0.2833422603106588,0.26362767567280443
For almost_all patients (all states) with energy_medium we have localshimmer_low,0.0,0.41938939475093734,0.5228769163405501
For majority patients (all states) with energy_medium we have localshimmer_low,0.11566205786930404,0.41938939475093734,0.5228769163405501
For half patients (all states) with energy_medium we have localshimmer_low,1.0,0.41938939475093734,0.5228769163405501
For minority patients (all states) with energy_medium we have localshimmer_low,0.0,0.41938939475093734,0.5228769163405501
For almost_no patients (all states) with energy_medium we have localshimmer_low,0.0,0.41938939475093734,0.5228769163405501
For almost_all patients (all states) with energy_medium we have pitch_skewness_high,0.0,0.40332083556507764,0.5115120697550003
For majority patients (all states) with energy_medium we have pitch_skewness_high,0.0,0.40332083556507764,0.5115120697550003
For half patients (all states) with energy_medium we have pitch_skewness_high,1.0,0.40332083556507764,0.5115120697550003
For minority patients (all states) with energy_medium we have pitch_skewness_high,0.0,0.40332083556507764,0.5115120697550003
For almost_no patients (all states) with energy_medium we have pitch_skewness_high,0.0,0.40332083556507764,0.5115120697550003
For almost_all patients (all states) with energy_medium we have pitch_skewness_medium,0.0,0.2613818960899839,0.2545955690394463
For majority patients (all states) with energy_medium we have pitch_skewness_medium,0.0,0.2613818960899839,0.2545955690394463
For half patients (all states) with energy_medium we have pitch_skewness_medium,0.0,0.2613818960899839,0.2545955690394463
For minority patients (all states) with energy_medium we have pitch_skewness_medium,0.6953031397126127,0.2613818960899839,0.2545955690394463
For almost_no patients (all states) with energy_medium we have pitch_skewness_medium,0.0,0.2613818960899839,0.2545955690394463
For almost_all patients (all states) with energy_medium we have pitch_skewness_low,0.0,0.4059989287627209,0.487952311605471
For majority patients (all states) with energy_medium we have pitch_skewness_low,0.025227944322660664,0.4059989287627209,0.487952311605471
For half patients (all states) with energy_medium we have pitch_skewness_low,1.0,0.4059989287627209,0.487952311605471
For minority patients (all states) with energy_medium we have pitch_skewness_low,0.0,0.4059989287627209,0.487952311605471
For almost_no patients (all states) with energy_medium we have pitch_skewness_low,0.0,0.4059989287627209,0.487952311605471
For almost_all patients (all states) with energy_medium we have pitch_mean_high,0.0,0.4392072844134976,0.5302572842001033
For majority patients (all states) with energy_medium we have pitch_mean_high,0.31931441566436225,0.4392072844134976,0.5302572842001033
For half patients (all states) with energy_medium we have pitch_mean_high,1.0,0.4392072844134976,0.5302572842001033
For minority patients (all states) with energy_medium we have pitch_mean_high,0.0,0.4392072844134976,0.5302572842001033
For almost_no patients (all states) with energy_medium we have pitch_mean_high,0.0,0.4392072844134976,0.5302572842001033
For almost_all patients (all states) with energy_medium we have pitch_mean_medium,0.0,0.2967327262988752,0.2684952443334988
For majority patients (all states) with energy_medium we have pitch_mean_medium,0.0,0.2967327262988752,0.2684952443334988
For half patients (all states) with energy_medium we have pitch_mean_medium,0.5029874064670297,0.2967327262988752,0.2684952443334988
For minority patients (all states) with energy_medium we have pitch_mean_medium,0.4151729634331518,0.2967327262988752,0.2684952443334988
For almost_no patients (all states) with energy_medium we have pitch_mean_medium,0.0,0.2967327262988752,0.2684952443334988
For almost_all patients (all states) with energy_medium we have pitch_mean_low,0.0,0.4059989287627209,0.4692070971603679
For majority patients (all states) with energy_medium we have pitch_mean_low,0.0,0.4059989287627209,0.4692070971603679
For half patients (all states) with energy_medium we have pitch_mean_low,1.0,0.4059989287627209,0.4692070971603679
For minority patients (all states) with energy_medium we have pitch_mean_low,0.14931107899435853,0.4059989287627209,0.4692070971603679
For almost_no patients (all states) with energy_medium we have pitch_mean_low,0.0,0.4059989287627209,0.4692070971603679
For almost_all patients in state 0 with energy_low we have energy_high,0.0,0.6156351791530945,0.5244797958615154
For majority patients in state 0 with energy_low we have energy_high,0.0,0.6156351791530945,0.5244797958615154
For half patients in state 0 with energy_low we have energy_high,0.0,0.6156351791530945,0.5244797958615154
For minority patients in state 0 with energy_low we have energy_high,0.8719243173683305,0.6156351791530945,0.5244797958615154
For almost_no patients in state 0 with energy_low we have energy_high,0.07718196806999471,0.6156351791530945,0.5244797958615154
For almost_all patients in state 0 with energy_low we have energy_medium,0.0,0.6156351791530945,0.28532646277614093
For majority patients in state 0 with energy_low we have energy_medium,0.0,0.6156351791530945,0.28532646277614093
For half patients in state 0 with energy_low we have energy_medium,0.875937160814363,0.6156351791530945,0.28532646277614093
For minority patients in state 0 with energy_low we have energy_medium,0.2286980862594851,0.6156351791530945,0.28532646277614093
For almost_no patients in state 0 with energy_low we have energy_medium,0.0,0.6156351791530945,0.28532646277614093
For almost_all patients in state 0 with energy_low we have f0_slope_mean_high,0.0,0.5749185667752443,0.5155473995960389
For majority patients in state 0 with energy_low we have f0_slope_mean_high,0.07138791377734406,0.5749185667752443,0.5155473995960389
For half patients in state 0 with energy_low we have f0_slope_mean_high,1.0,0.5749185667752443,0.5155473995960389
For minority patients in state 0 with energy_low we have f0_slope_mean_high,0.0,0.5749185667752443,0.5155473995960389
For almost_no patients in state 0 with energy_low we have f0_slope_mean_high,0.0,0.5749185667752443,0.5155473995960389
For almost_all patients in state 0 with energy_low we have f0_slope_mean_medium,0.0,0.38925081433224756,0.25276300084753295
For majority patients in state 0 with energy_low we have f0_slope_mean_medium,0.0,0.38925081433224756,0.25276300084753295
For half patients in state 0 with energy_low we have f0_slope_mean_medium,0.018496025875464315,0.38925081433224756,0.25276300084753295
For minority patients in state 0 with energy_low we have f0_slope_mean_medium,0.6574186537289345,0.38925081433224756,0.25276300084753295
For almost_no patients in state 0 with energy_low we have f0_slope_mean_medium,0.0,0.38925081433224756,0.25276300084753295
For almost_all patients in state 0 with energy_low we have f0_slope_mean_low,0.0,0.5553745928338762,0.4844526004039616
For majority patients in state 0 with energy_low we have f0_slope_mean_low,0.0,0.5553745928338762,0.4844526004039616
For half patients in state 0 with energy_low we have f0_slope_mean_low,1.0,0.5553745928338762,0.4844526004039616
For minority patients in state 0 with energy_low we have f0_slope_mean_low,0.0,0.5553745928338762,0.4844526004039616
For almost_no patients in state 0 with energy_low we have f0_slope_mean_low,0.0,0.5553745928338762,0.4844526004039616
For almost_all patients in state 0 with energy_low we have localjitter_high,0.0,0.5651465798045603,0.45916652410470216
For majority patients in state 0 with energy_low we have localjitter_high,0.0,0.5651465798045603,0.45916652410470216
For half patients in state 0 with energy_low we have localjitter_high,1.0,0.5651465798045603,0.45916652410470216
For minority patients in state 0 with energy_low we have localjitter_high,0.07255978009395403,0.5651465798045603,0.45916652410470216
For almost_no patients in state 0 with energy_low we have localjitter_high,0.0,0.5651465798045603,0.45916652410470216
For almost_all patients in state 0 with energy_low we have localjittern_medium,0.0,0.3990228013029316,0.2597759999226463
For majority patients in state 0 with energy_low we have localjittern_medium,0.0,0.3990228013029316,0.2597759999226463
For half patients in state 0 with energy_low we have localjittern_medium,0.0,0.3990228013029316,0.2597759999226463
For minority patients in state 0 with energy_low we have localjittern_medium,0.7237634148984128,0.3990228013029316,0.2597759999226463
For almost_no patients in state 0 with energy_low we have localjittern_medium,0.0,0.3990228013029316,0.2597759999226463
For almost_all patients in state 0 with energy_low we have localjitter_low,0.0,0.5732899022801303,0.539204811400184
For majority patients in state 0 with energy_low we have localjitter_low,0.23113496729932642,0.5732899022801303,0.539204811400184
For half patients in state 0 with energy_low we have localjitter_low,1.0,0.5732899022801303,0.539204811400184
For minority patients in state 0 with energy_low we have localjitter_low,0.0,0.5732899022801303,0.539204811400184
For almost_no patients in state 0 with energy_low we have localjitter_low,0.0,0.5732899022801303,0.539204811400184
For almost_all patients in state 0 with energy_low we have localshimmer_high,0.0,0.5374592833876222,0.4465673566376747
For majority patients in state 0 with energy_low we have localshimmer_high,0.0,0.5374592833876222,0.4465673566376747
For half patients in state 0 with energy_low we have localshimmer_high,1.0,0.5374592833876222,0.4465673566376747
For minority patients in state 0 with energy_low we have localshimmer_high,0.08185161431030034,0.5374592833876222,0.4465673566376747
For almost_no patients in state 0 with energy_low we have localshimmer_high,0.0,0.5374592833876222,0.4465673566376747
For almost_all patients in state 0 with energy_low we have localshimmer_medium,0.0,0.3794788273615635,0.27105076605356154
For majority patients in state 0 with energy_low we have localshimmer_medium,0.0,0.3794788273615635,0.27105076605356154
For half patients in state 0 with energy_low we have localshimmer_medium,0.008144305794458257,0.3794788273615635,0.27105076605356154
For minority patients in state 0 with energy_low we have localshimmer_medium,0.6625945137694375,0.3794788273615635,0.27105076605356154
For almost_no patients in state 0 with energy_low we have localshimmer_medium,0.0,0.3794788273615635,0.27105076605356154
For almost_all patients in state 0 with energy_low we have localshimmer_low,0.0,0.5830618892508144,0.5518039788672112
For majority patients in state 0 with energy_low we have localshimmer_low,0.2518549509803036,0.5830618892508144,0.5518039788672112
For half patients in state 0 with energy_low we have localshimmer_low,1.0,0.5830618892508144,0.5518039788672112
For minority patients in state 0 with energy_low we have localshimmer_low,0.0,0.5830618892508144,0.5518039788672112
For almost_no patients in state 0 with energy_low we have localshimmer_low,0.0,0.5830618892508144,0.5518039788672112
For almost_all patients in state 0 with energy_low we have pitch_skewness_high,0.0,0.5244299674267101,0.47036078282832794
For majority patients in state 0 with energy_low we have pitch_skewness_high,0.0,0.5244299674267101,0.47036078282832794
For half patients in state 0 with energy_low we have pitch_skewness_high,1.0,0.5244299674267101,0.47036078282832794
For minority patients in state 0 with energy_low we have pitch_skewness_high,0.0,0.5244299674267101,0.47036078282832794
For almost_no patients in state 0 with energy_low we have pitch_skewness_high,0.0,0.5244299674267101,0.47036078282832794
For almost_all patients in state 0 with energy_low we have pitch_skewness_medium,0.0,0.38925081433224756,0.26276144342027513
For majority patients in state 0 with energy_low we have pitch_skewness_medium,0.0,0.38925081433224756,0.26276144342027513
For half patients in state 0 with energy_low we have pitch_skewness_medium,0.030360375749930037,0.38925081433224756,0.26276144342027513
For minority patients in state 0 with energy_low we have pitch_skewness_medium,0.6514864787917016,0.38925081433224756,0.26276144342027513
For almost_no patients in state 0 with energy_low we have pitch_skewness_medium,0.0,0.38925081433224756,0.26276144342027513
For almost_all patients in state 0 with energy_low we have pitch_skewness_low,0.0,0.6058631921824105,0.529639217171672
For majority patients in state 0 with energy_low we have pitch_skewness_low,0.09710369276571963,0.6058631921824105,0.529639217171672
For half patients in state 0 with energy_low we have pitch_skewness_low,1.0,0.6058631921824105,0.529639217171672
For minority patients in state 0 with energy_low we have pitch_skewness_low,0.0,0.6058631921824105,0.529639217171672
For almost_no patients in state 0 with energy_low we have pitch_skewness_low,0.0,0.6058631921824105,0.529639217171672
For almost_all patients in state 0 with energy_low we have pitch_mean_high,0.0,0.6221498371335505,0.5666293582137962
For majority patients in state 0 with energy_low we have pitch_mean_high,0.47567799446632325,0.6221498371335505,0.5666293582137962
For half patients in state 0 with energy_low we have pitch_mean_high,0.7153106777340199,0.6221498371335505,0.5666293582137962
For minority patients in state 0 with energy_low we have pitch_mean_high,0.0,0.6221498371335505,0.5666293582137962
For almost_no patients in state 0 with energy_low we have pitch_mean_high,0.0,0.6221498371335505,0.5666293582137962
For almost_all patients in state 0 with energy_low we have pitch_mean_medium,0.0,0.41368078175895767,0.27670613328765176
For majority patients in state 0 with energy_low we have pitch_mean_medium,0.0,0.41368078175895767,0.27670613328765176
For half patients in state 0 with energy_low we have pitch_mean_medium,0.5910896964181621,0.41368078175895767,0.27670613328765176
For minority patients in state 0 with energy_low we have pitch_mean_medium,0.3711218184575856,0.41368078175895767,0.27670613328765176
For almost_no patients in state 0 with energy_low we have pitch_mean_medium,0.0,0.41368078175895767,0.27670613328765176
For almost_all patients in state 0 with energy_low we have pitch_mean_low,0.0,0.5325732899022801,0.4333706417862038
For majority patients in state 0 with energy_low we have pitch_mean_low,0.0,0.5325732899022801,0.4333706417862038
For half patients in state 0 with energy_low we have pitch_mean_low,0.7219840177406935,0.5325732899022801,0.4333706417862038
For minority patients in state 0 with energy_low we have pitch_mean_low,0.30567465779631986,0.5325732899022801,0.4333706417862038
For almost_no patients in state 0 with energy_low we have pitch_mean_low,0.0,0.5325732899022801,0.4333706417862038
For almost_all patients in state 1 with energy_low we have energy_high,0.0,0.5141242937853108,0.3626800492881051
For majority patients in state 1 with energy_low we have energy_high,0.0,0.5141242937853108,0.3626800492881051
For half patients in state 1 with energy_low we have energy_high,0.0,0.5141242937853108,0.3626800492881051
For minority patients in state 1 with energy_low we have energy_high,1.0,0.5141242937853108,0.3626800492881051
For almost_no patients in state 1 with energy_low we have energy_high,0.630640555391801,0.5141242937853108,0.3626800492881051
For almost_all patients in state 1 with energy_low we have energy_medium,0.0,0.5141242937853108,0.23004214852107252
For majority patients in state 1 with energy_low we have energy_medium,0.0,0.5141242937853108,0.23004214852107252
For half patients in state 1 with energy_low we have energy_medium,0.0,0.5141242937853108,0.23004214852107252
For minority patients in state 1 with energy_low we have energy_medium,0.6752747849545386,0.5141242937853108,0.23004214852107252
For almost_no patients in state 1 with energy_low we have energy_medium,0.0,0.5141242937853108,0.23004214852107252
For almost_all patients in state 1 with energy_low we have f0_slope_mean_high,0.0,0.6308851224105462,0.5358978654621348
For majority patients in state 1 with energy_low we have f0_slope_mean_high,0.16797791049402738,0.6308851224105462,0.5358978654621348
For half patients in state 1 with energy_low we have f0_slope_mean_high,1.0,0.6308851224105462,0.5358978654621348
For minority patients in state 1 with energy_low we have f0_slope_mean_high,0.0,0.6308851224105462,0.5358978654621348
For almost_no patients in state 1 with energy_low we have f0_slope_mean_high,0.0,0.6308851224105462,0.5358978654621348
For almost_all patients in state 1 with energy_low we have f0_slope_mean_medium,0.0,0.423728813559322,0.2838497395910593
For majority patients in state 1 with energy_low we have f0_slope_mean_medium,0.0,0.423728813559322,0.2838497395910593
For half patients in state 1 with energy_low we have f0_slope_mean_medium,0.23202901861847158,0.423728813559322,0.2838497395910593
For minority patients in state 1 with energy_low we have f0_slope_mean_medium,0.5506521573574308,0.423728813559322,0.2838497395910593
For almost_no patients in state 1 with energy_low we have f0_slope_mean_medium,0.0,0.423728813559322,0.2838497395910593
For almost_all patients in state 1 with energy_low we have f0_slope_mean_low,0.0,0.5932203389830508,0.4593940366094284
For majority patients in state 1 with energy_low we have f0_slope_mean_low,0.0,0.5932203389830508,0.4593940366094284
For half patients in state 1 with energy_low we have f0_slope_mean_low,1.0,0.5932203389830508,0.4593940366094284
For minority patients in state 1 with energy_low we have f0_slope_mean_low,0.015383042675843414,0.5932203389830508,0.4593940366094284
For almost_no patients in state 1 with energy_low we have f0_slope_mean_low,0.0,0.5932203389830508,0.4593940366094284
For almost_all patients in state 1 with energy_low we have localjitter_high,0.0,0.6421845574387948,0.5104769023164185
For majority patients in state 1 with energy_low we have localjitter_high,0.02413003683139564,0.6421845574387948,0.5104769023164185
For half patients in state 1 with energy_low we have localjitter_high,1.0,0.6421845574387948,0.5104769023164185
For minority patients in state 1 with energy_low we have localjitter_high,0.0,0.6421845574387948,0.5104769023164185
For almost_no patients in state 1 with energy_low we have localjitter_high,0.0,0.6421845574387948,0.5104769023164185
For almost_all patients in state 1 with energy_low we have localjittern_medium,0.0,0.4500941619585687,0.26936303323545535
For majority patients in state 1 with energy_low we have localjittern_medium,0.0,0.4500941619585687,0.26936303323545535
For half patients in state 1 with energy_low we have localjittern_medium,0.10815670508907459,0.4500941619585687,0.26936303323545535
For minority patients in state 1 with energy_low we have localjittern_medium,0.6125883141221293,0.4500941619585687,0.26936303323545535
For almost_no patients in state 1 with energy_low we have localjittern_medium,0.0,0.4500941619585687,0.26936303323545535
For almost_all patients in state 1 with energy_low we have localjitter_low,0.0,0.6120527306967984,0.48858147809789415
For majority patients in state 1 with energy_low we have localjitter_low,0.0,0.6120527306967984,0.48858147809789415
For half patients in state 1 with energy_low we have localjitter_low,1.0,0.6120527306967984,0.48858147809789415
For minority patients in state 1 with energy_low we have localjitter_low,0.0,0.6120527306967984,0.48858147809789415
For almost_no patients in state 1 with energy_low we have localjitter_low,0.0,0.6120527306967984,0.48858147809789415
For almost_all patients in state 1 with energy_low we have localshimmer_high,0.0,0.6148775894538606,0.4896080841433944
For majority patients in state 1 with energy_low we have localshimmer_high,0.0,0.6148775894538606,0.4896080841433944
For half patients in state 1 with energy_low we have localshimmer_high,1.0,0.6148775894538606,0.4896080841433944
For minority patients in state 1 with energy_low we have localshimmer_high,0.0,0.6148775894538606,0.4896080841433944
For almost_no patients in state 1 with energy_low we have localshimmer_high,0.0,0.6148775894538606,0.4896080841433944
For almost_all patients in state 1 with energy_low we have localshimmer_medium,0.0,0.4086629001883239,0.2701350686291944
For majority patients in state 1 with energy_low we have localshimmer_medium,0.0,0.4086629001883239,0.2701350686291944
For half patients in state 1 with energy_low we have localshimmer_medium,0.19540398921468488,0.4086629001883239,0.2701350686291944
For minority patients in state 1 with energy_low we have localshimmer_medium,0.5689646720593241,0.4086629001883239,0.2701350686291944
For almost_no patients in state 1 with energy_low we have localshimmer_medium,0.0,0.4086629001883239,0.2701350686291944
For almost_all patients in state 1 with energy_low we have localshimmer_low,0.0,0.5988700564971752,0.5103919158566058
For majority patients in state 1 with energy_low we have localshimmer_low,0.031596412361046544,0.5988700564971752,0.5103919158566058
For half patients in state 1 with energy_low we have localshimmer_low,1.0,0.5988700564971752,0.5103919158566058
For minority patients in state 1 with energy_low we have localshimmer_low,0.0,0.5988700564971752,0.5103919158566058
For almost_no patients in state 1 with energy_low we have localshimmer_low,0.0,0.5988700564971752,0.5103919158566058
For almost_all patients in state 1 with energy_low we have pitch_skewness_high,0.0,0.6148775894538606,0.5456837796433427
For majority patients in state 1 with energy_low we have pitch_skewness_high,0.23026803833843318,0.6148775894538606,0.5456837796433427
For half patients in state 1 with energy_low we have pitch_skewness_high,1.0,0.6148775894538606,0.5456837796433427
For minority patients in state 1 with energy_low we have pitch_skewness_high,0.0,0.6148775894538606,0.5456837796433427
For almost_no patients in state 1 with energy_low we have pitch_skewness_high,0.0,0.6148775894538606,0.5456837796433427
For almost_all patients in state 1 with energy_low we have pitch_skewness_medium,0.0,0.3578154425612053,0.24660140858094134
For majority patients in state 1 with energy_low we have pitch_skewness_medium,0.0,0.3578154425612053,0.24660140858094134
For half patients in state 1 with energy_low we have pitch_skewness_medium,0.0,0.3578154425612053,0.24660140858094134
For minority patients in state 1 with energy_low we have pitch_skewness_medium,0.7277297691394772,0.3578154425612053,0.24660140858094134
For almost_no patients in state 1 with energy_low we have pitch_skewness_medium,0.0,0.3578154425612053,0.24660140858094134
For almost_all patients in state 1 with energy_low we have pitch_skewness_low,0.0,0.5470809792843692,0.45337460077096964
For majority patients in state 1 with energy_low we have pitch_skewness_low,0.0,0.5470809792843692,0.45337460077096964
For half patients in state 1 with energy_low we have pitch_skewness_low,1.0,0.5470809792843692,0.45337460077096964
For minority patients in state 1 with energy_low we have pitch_skewness_low,0.06497997911994015,0.5470809792843692,0.45337460077096964
For almost_no patients in state 1 with energy_low we have pitch_skewness_low,0.0,0.5470809792843692,0.45337460077096964
For almost_all patients in state 1 with energy_low we have pitch_mean_high,0.0,0.5951035781544256,0.4951521694141331
For majority patients in state 1 with energy_low we have pitch_mean_high,0.00012219608632229228,0.5951035781544256,0.4951521694141331
For half patients in state 1 with energy_low we have pitch_mean_high,1.0,0.5951035781544256,0.4951521694141331
For minority patients in state 1 with energy_low we have pitch_mean_high,0.0,0.5951035781544256,0.4951521694141331
For almost_no patients in state 1 with energy_low we have pitch_mean_high,0.0,0.5951035781544256,0.4951521694141331
For almost_all patients in state 1 with energy_low we have pitch_mean_medium,0.0,0.4105461393596987,0.2568331505350455
For majority patients in state 1 with energy_low we have pitch_mean_medium,0.0,0.4105461393596987,0.2568331505350455
For half patients in state 1 with energy_low we have pitch_mean_medium,0.3370301454589799,0.4105461393596987,0.2568331505350455
For minority patients in state 1 with energy_low we have pitch_mean_medium,0.4981515939371767,0.4105461393596987,0.2568331505350455
For almost_no patients in state 1 with energy_low we have pitch_mean_medium,0.0,0.4105461393596987,0.2568331505350455
For almost_all patients in state 1 with energy_low we have pitch_mean_low,0.0,0.620527306967985,0.5039062110001792
For majority patients in state 1 with energy_low we have pitch_mean_low,0.004760612832360518,0.620527306967985,0.5039062110001792
For half patients in state 1 with energy_low we have pitch_mean_low,1.0,0.620527306967985,0.5039062110001792
For minority patients in state 1 with energy_low we have pitch_mean_low,0.0,0.620527306967985,0.5039062110001792
For almost_no patients in state 1 with energy_low we have pitch_mean_low,0.0,0.620527306967985,0.5039062110001792
For almost_all patients in state 2 with energy_low we have energy_high,0.0,0.3894736842105263,0.5491121488911698
For majority patients in state 2 with energy_low we have energy_high,0.0,0.3894736842105263,0.5491121488911698
For half patients in state 2 with energy_low we have energy_high,0.0,0.3894736842105263,0.5491121488911698
For minority patients in state 2 with energy_low we have energy_high,1.0,0.3894736842105263,0.5491121488911698
For almost_no patients in state 2 with energy_low we have energy_high,0.4686911991462385,0.3894736842105263,0.5491121488911698
For almost_all patients in state 2 with energy_low we have energy_medium,0.0,0.3894736842105263,0.1823455446799283
For majority patients in state 2 with energy_low we have energy_medium,0.0,0.3894736842105263,0.1823455446799283
For half patients in state 2 with energy_low we have energy_medium,0.0,0.3894736842105263,0.1823455446799283
For minority patients in state 2 with energy_low we have energy_medium,0.6737114461548075,0.3894736842105263,0.1823455446799283
For almost_no patients in state 2 with energy_low we have energy_medium,0.0,0.3894736842105263,0.1823455446799283
For almost_all patients in state 2 with energy_low we have f0_slope_mean_high,0.0,0.4105263157894737,0.33926712788516916
For majority patients in state 2 with energy_low we have f0_slope_mean_high,0.0,0.4105263157894737,0.33926712788516916
For half patients in state 2 with energy_low we have f0_slope_mean_high,1.0,0.4105263157894737,0.33926712788516916
